hello
link1 0 0.05965876579284668 [110 96 6 0 0 0 0 0 0 0 0 0 -16 -14 -17 -14 -15 -14 -16 -15 -15 -15 -15 -16 -14 -16 -14 -16 -14 -17 -13 -17 -12 -17 -11 -17 -11 -17 -11 -17 -11 -17 -10 -17 -11 -17 -10 -16 -10 -16 -10 -16 -10 -15 -10 -15 -10 -15 -10 -15 -10 -15 -10 -15 0 0 -10 -14 -10 -13 -10 -13 -10 -13 -11 -13 -11 -12 -11 -12 -12 -12 -11 -12 -12 -12 -12 -12 -12 -11 -12 -11 -12 -11 -12 -11 -13 -11 -13 -10 -14 -11 -14 -10 -14 -10 -14 -10 -14 -9 -14 -9 -14 -9 -14 -9 -14 -9 0 0 0 0 0 0 0 0 0 0 ]
link2 0 0.07132530212402344 [110 96 6 0 0 0 0 0 0 0 0 0 8 -14 8 -13 8 -14 9 -14 9 -13 10 -13 10 -12 11 -12 11 -12 11 -12 11 -11 11 -11 11 -11 11 -10 11 -10 11 -10 11 -10 11 -9 11 -10 11 -10 11 -10 10 -10 10 -9 10 -9 10 -10 9 -9 0 0 9 -9 8 -10 8 -10 8 -10 8 -10 7 -10 7 -11 7 -10 6 -10 6 -11 6 -11 6 -11 6 -11 5 -12 5 -11 5 -12 4 -13 4 -12 5 -12 4 -13 4 -13 3 -13 3 -13 3 -14 3 -13 3 -13 0 0 0 0 0 0 0 0 0 0 ]
link1 0 0.10261273384094238 [110 96 6 0 0 0 0 0 0 0 0 0 15 -14 16 -13 17 -13 17 -12 17 -12 17 -11 17 -11 17 -10 17 -10 18 -10 18 -9 18 -8 18 -8 17 -8 17 -8 17 -7 17 -7 17 -7 17 -7 16 -7 16 -7 16 -7 16 -7 16 -7 15 -7 15 -7 0 0 14 -7 14 -8 14 -8 14 -8 13 -8 13 -9 13 -9 13 -9 12 -9 12 -9 12 -10 12 -10 12 -10 12 -10 12 -11 11 -11 11 -11 11 -11 11 -12 11 -12 11 -12 11 -12 11 -12 10 -13 10 -13 10 -13 0 0 0 0 0 0 0 0 0 0 ]
link2 0 0.11435556411743164 [110 96 6 0 0 0 0 0 0 0 0 0 -3 -16 -3 -16 -3 -16 -2 -17 -1 -16 -1 -17 0 -16 1 -16 1 -16 1 -16 1 -16 2 -16 2 -16 2 -16 2 -16 2 -15 2 -16 2 -14 2 -15 3 -15 2 -15 2 -15 2 -13 2 -14 2 -15 2 -14 0 0 1 -13 1 -13 0 -14 0 -12 0 -14 0 -13 0 -13 -1 -13 -1 -13 -1 -12 -2 -13 -2 -13 -2 -13 -2 -13 -2 -12 -3 -13 -3 -13 -3 -13 -3 -13 -4 -12 -4 -13 -5 -13 -5 -13 -5 -13 -5 -13 -5 -13 0 0 0 0 0 0 0 0 0 0 ]
link1 0 0.14464712142944336 [110 96 6 0 0 0 0 0 0 0 0 0 7 -18 7 -18 8 -18 8 -17 9 -17 9 -17 10 -17 10 -16 10 -16 10 -16 10 -15 10 -15 11 -15 11 -15 11 -14 10 -14 10 -14 10 -14 10 -13 10 -13 10 -13 10 -13 9 -13 9 -13 9 -13 8 -13 0 0 8 -13 8 -13 8 -13 7 -13 7 -13 7 -13 6 -13 6 -13 6 -13 5 -14 5 -14 5 -14 4 -14 5 -14 4 -14 4 -14 4 -14 3 -14 3 -15 3 -15 3 -15 2 -15 2 -15 2 -15 2 -15 1 -15 0 0 0 0 0 0 0 0 0 0 ]
link2 0 0.1563405990600586 [110 96 6 0 0 0 0 0 0 0 0 0 12 -13 13 -12 13 -12 13 -12 14 -11 15 -10 15 -10 15 -9 15 -9 15 -9 16 -9 16 -8 15 -8 15 -8 15 -7 16 -7 15 -7 15 -6 15 -7 15 -6 14 -7 14 -6 14 -6 14 -7 13 -7 13 -7 0 0 13 -7 12 -7 12 -8 12 -8 12 -8 12 -8 11 -8 11 -9 11 -8 11 -9 10 -9 10 -10 10 -10 10 -10 10 -10 10 -11 9 -11 10 -12 9 -12 9 -11 9 -12 8 -12 9 -12 8 -13 8 -13 8 -13 0 0 0 0 0 0 0 0 0 0 ]
link1 0 0.18668055534362793 [110 96 6 0 0 0 0 0 0 0 0 0 -3 -21 -2 -21 -1 -21 -1 -21 0 -21 0 -21 1 -21 2 -21 2 -21 2 -21 3 -21 3 -21 3 -20 3 -20 3 -19 3 -19 3 -19 3 -19 3 -19 3 -19 3 -18 3 -18 3 -18 3 -18 3 -17 2 -18 0 0 2 -17 2 -17 1 -17 1 -17 1 -17 0 -16 0 -16 0 -16 0 -16 -1 -17 -1 -16 -1 -16 -1 -16 -2 -16 -2 -16 -3 -17 -3 -16 -3 -17 -3 -16 -4 -16 -4 -16 -4 -16 -4 -17 -5 -17 -5 -16 -5 -16 0 0 0 0 0 0 0 0 0 0 ]
link2 0 0.20037174224853516 [110 96 6 0 0 0 0 0 0 0 0 0 -16 -4 -16 -5 -15 -6 -16 -6 -15 -7 -15 -7 -15 -7 -15 -8 -14 -8 -14 -8 -14 -9 -14 -9 -13 -9 -14 -9 -13 -10 -13 -9 -13 -9 -12 -9 -12 -10 -12 -9 -12 -9 -11 -9 -11 -8 -12 -9 -11 -9 -12 -8 0 0 -11 -7 -11 -7 -12 -7 -11 -6 -12 -7 -12 -7 -12 -6 -12 -6 -12 -5 -12 -5 -13 -4 -12 -5 -12 -4 -12 -4 -13 -4 -13 -3 -12 -3 -13 -3 -13 -3 -13 -2 -13 -2 -13 -2 -13 -2 -14 -2 -14 -2 -14 -1 0 0 0 0 0 0 0 0 0 0 ]
link1 0 0.22666287422180176 [110 96 6 0 0 0 0 0 0 0 0 0 -20 8 -20 7 -21 7 -20 6 -21 6 -20 5 -21 5 -20 4 -20 4 -21 3 -21 2 -20 2 -20 2 -20 1 -20 2 -20 2 -19 2 -19 2 -19 2 -19 2 -19 2 -18 2 -18 2 -18 2 -18 2 -17 2 0 0 -17 3 -17 3 -16 4 -16 4 -16 4 -16 4 -16 5 -16 5 -15 5 -15 5 -15 6 -15 6 -15 7 -14 7 -15 7 -14 8 -14 8 -14 8 -14 8 -14 8 -14 9 -13 9 -14 10 -14 10 -13 10 -13 10 0 0 0 0 0 0 0 0 0 0 ]
link2 0 0.24437665939331055 [110 96 6 0 0 0 0 0 0 0 0 0 -5 -17 -5 -18 -4 -18 -4 -19 -3 -18 -2 -19 -2 -18 -1 -18 -1 -18 0 -18 -1 -18 0 -18 0 -18 1 -18 1 -18 1 -17 1 -17 1 -16 1 -17 2 -17 1 -17 1 -16 1 -16 1 -16 1 -16 0 -15 0 0 0 -15 0 -15 -1 -15 -1 -14 -1 -15 -1 -15 -2 -15 -2 -15 -2 -14 -3 -14 -3 -14 -4 -14 -4 -14 -4 -14 -4 -14 -5 -14 -5 -14 -5 -14 -6 -14 -6 -13 -6 -14 -6 -14 -7 -14 -8 -14 -7 -14 -8 -13 0 0 0 0 0 0 0 0 0 0 ]
